,Unnamed: 0.1,Unnamed: 0,Number,Name,Start,End,Url,Reactor,Endt,duration
750,750,750,2.0,Nogent-sur-Seine,2007-04-12,2007-05-14,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-259,Nogent-sur-Seine_2,,32.0
751,751,751,2.0,Saint-Laurent-des-Eaux,2007-03-02,2007-05-05,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-273,Saint-Laurent-des-Eaux_2,,64.0
752,752,752,2.0,Flamanville,2007-01-31,2007-04-07,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-247,Flamanville_2,,66.0
753,753,753,2.0,Penly,2007-02-16,2007-04-11,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-264,Penly_2,,54.0
754,754,754,2.0,Dampierre-en-Burly,2007-02-23,2007-03-18,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-241,Dampierre-en-Burly_2,,23.0
755,755,755,2.0,Cattenom,2007-01-26,2007-03-13,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-214,Cattenom_2,,46.0
756,756,756,4.0,Cruas-Meysse,2006-08-11,2006-12-31,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-deuxieme-visite-decennale-du-reacteur-n-4,Cruas-Meysse_4,,142.0
757,757,757,2.0,Chinon,2006-09-01,2006-12-14,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-deuxieme-visite-decennale-du-reacteur-n-22,Chinon_2,,104.0
758,758,758,3.0,Cattenom,2006-10-13,2006-12-16,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-3-de-la-centrale-nucleaire-de-Cattenom-Moselle,Cattenom_3,,64.0
759,759,759,1.0,Golfech,2006-10-20,2006-11-23,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-1-de-la-centrale-nucleaire-de-Golfech-Tarn-et-Garonne,Golfech_1,,34.0
760,760,760,2.0,Paluel,2006-09-22,2006-11-09,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-262,Paluel_2,,48.0
761,761,761,1.0,Flamanville,2006-08-04,2006-10-27,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-139,Flamanville_1,,84.0
762,762,762,6.0,Gravelines,2006-11-22,2006-11-22,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-6-de-la-centrale-nucleaire-de-Gravelines-Nord2,Gravelines_6,,0.0
763,763,763,1.0,Nogent-sur-Seine,2006-10-06,2006-11-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-149,Nogent-sur-Seine_1,,33.0
764,764,764,3.0,Blayais,2006-07-21,2006-11-06,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-34,Blayais_3,,108.0
765,765,765,3.0,Bugey,2006-09-15,2006-10-15,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-310,Bugey_3,,30.0
766,766,766,1.0,Gravelines,2006-11-06,2006-11-06,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-144,Gravelines_1,,0.0
767,767,767,2.0,Saint-Alban,2006-09-15,2006-10-16,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-269,Saint-Alban_2,,31.0
768,768,768,2.0,Tricastin,2006-08-18,2006-10-10,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-2107,Tricastin_2,,53.0
769,769,769,2.0,Belleville-sur-Loire,2006-08-04,2006-10-01,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-23,Belleville-sur-Loire_2,,58.0
770,770,770,3.0,Chinon,2006-08-04,2006-09-04,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-315,Chinon_3,,31.0
771,771,771,3.0,Dampierre-en-Burly,2006-08-12,2006-09-06,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-354,Dampierre-en-Burly_3,,25.0
772,772,772,1.0,Cattenom,2006-06-21,2006-09-17,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-n-12,Cattenom_1,,88.0
773,773,773,4.0,Blayais,2006-07-21,2006-08-29,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-45,Blayais_4,,39.0
774,774,774,4.0,Chinon,2006-05-12,2006-07-01,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-415,Chinon_4,,50.0
775,775,775,4.0,Gravelines,2006-08-31,2006-08-31,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-424,Gravelines_4,,0.0
776,776,776,1.0,Penly,2006-08-07,2006-08-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-153,Penly_1,,1.0
777,777,777,4.0,Gravelines,2006-08-31,2006-08-31,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-430,Gravelines_4,,0.0
778,778,778,2.0,Civaux,2006-07-14,2006-08-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-229,Civaux_2,,25.0
779,779,779,1.0,Paluel,2006-05-05,2006-08-14,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-n-16,Paluel_1,,101.0
780,780,780,2.0,Blayais,2006-06-09,2006-07-26,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-28,Blayais_2,,47.0
781,781,781,1.0,Tricastin,2006-05-26,2006-06-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-166,Tricastin_1,,29.0
782,782,782,2.0,Fessenheim,2006-04-21,2006-07-16,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-244,Fessenheim_2,,86.0
783,783,783,2.0,Gravelines,2006-05-19,2006-07-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-253,Gravelines_2,,50.0
784,784,784,1.0,Saint-Laurent-des-Eaux,2006-06-09,2006-07-07,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-161,Saint-Laurent-des-Eaux_1,,28.0
785,785,785,1.0,Saint-Alban,2006-05-05,2006-06-26,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-158,Saint-Alban_1,,52.0
786,786,786,4.0,Dampierre-en-Burly,2006-05-19,2006-06-28,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-446,Dampierre-en-Burly_4,,40.0
787,787,787,3.0,Cruas-Meysse,2006-05-12,2006-06-29,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-321,Cruas-Meysse_3,,48.0
788,788,788,5.0,Gravelines,2006-03-24,2006-06-18,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-deuxieme-visite-decennale-du-reacteur-n-5,Gravelines_5,,86.0
789,789,789,1.0,Chinon,2006-04-14,2006-05-21,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-118,Chinon_1,,37.0
790,790,790,2.0,Chooz,2006-03-31,2006-05-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-225,Chooz_2,,54.0
791,791,791,1.0,Dampierre-en-Burly,2006-04-21,2006-05-17,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-134,Dampierre-en-Burly_1,,26.0
792,792,792,3.0,Tricastin,2006-03-18,2006-04-26,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-357,Tricastin_3,,39.0
793,793,793,1.0,Blayais,2006-03-17,2006-04-25,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-18,Blayais_1,,39.0
794,794,794,1.0,Belleville-sur-Loire,2006-01-26,2006-04-16,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-12,Belleville-sur-Loire_1,,80.0
795,795,795,4.0,Cattenom,2006-02-17,2006-04-09,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-413,Cattenom_4,,51.0
796,796,796,2.0,Golfech,2006-02-10,2006-03-31,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-249,Golfech_2,,49.0
797,797,797,4.0,Paluel,2006-02-17,2006-04-14,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-n-4,Paluel_4,,56.0
798,798,798,2.0,Dampierre-en-Burly,2006-02-17,2006-04-04,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-2106,Dampierre-en-Burly_2,,46.0
799,799,799,3.0,Gravelines,2006-03-03,2006-04-04,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-329,Gravelines_3,,32.0
800,800,800,5.0,Bugey,2006-02-17,2006-03-16,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-54,Bugey_5,,27.0
801,801,801,1.0,Chooz,2006-02-03,2006-03-09,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-121,Chooz_1,,34.0
802,802,802,4.0,Blayais,2005-07-08,2005-10-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-la-deuxieme-visite-decennale-du-reacteur-n-4,Blayais_4,,92.0
803,803,803,2.0,Nogent-sur-Seine,2005-10-07,2005-12-09,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-258,Nogent-sur-Seine_2,,63.0
804,804,804,1.0,Gravelines,2005-09-02,2005-10-23,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-145,Gravelines_1,,51.0
805,805,805,1.0,Fessenheim,2005-09-16,2005-12-02,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-137,Fessenheim_1,,77.0
806,806,806,6.0,Gravelines,2005-10-06,2005-11-19,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-65,Gravelines_6,,44.0
807,807,807,3.0,Paluel,2005-09-30,2005-11-06,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-331,Paluel_3,,37.0
808,808,808,1.0,Saint-Laurent-des-Eaux,2005-05-20,2005-08-29,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-deuxieme-visite-decennale-du-reacteur-n-15,Saint-Laurent-des-Eaux_1,,101.0
809,809,809,2.0,Chinon,2005-09-23,2005-10-27,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-219,Chinon_2,,34.0
810,810,810,2.0,Flamanville,2005-09-09,2005-10-09,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-246,Flamanville_2,,30.0
811,811,811,2.0,Civaux,2005-08-25,2005-10-14,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-230,Civaux_2,,50.0
812,812,812,2.0,Cattenom,2005-09-09,2005-10-15,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-215,Cattenom_2,,36.0
813,813,813,2.0,Penly,2005-08-18,2005-10-05,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-265,Penly_2,,48.0
814,814,814,4.0,Bugey,2005-09-02,2005-10-02,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-4-de,Bugey_4,,30.0
815,815,815,3.0,Dampierre-en-Burly,2005-08-12,2005-09-19,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-353,Dampierre-en-Burly_3,,38.0
816,816,816,3.0,Chinon,2005-07-15,2005-09-01,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-317,Chinon_3,,48.0
817,817,817,2.0,Tricastin,2005-08-12,2005-09-07,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-2109,Tricastin_2,,26.0
818,818,818,4.0,Dampierre-en-Burly,2005-05-20,2005-06-21,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-447,Dampierre-en-Burly_4,,32.0
819,819,819,1.0,Chinon,2005-05-27,2005-07-13,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-117,Chinon_1,,47.0
820,820,820,1.0,Cruas-Meysse,2005-03-25,2005-06-14,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-deuxieme-visite-decennale-du-reacteur-n-12,Cruas-Meysse_1,,81.0
821,821,821,1.0,Golfech,2005-06-10,2005-08-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-143,Golfech_1,,75.0
